_id,edb_id,original_edb_s_type[0],original_edb_us_type[0],original_edb_us_type[1],original_edb_us_type[2],original_edb_us_type[3],original_type_fields.edb_s_type[0],original_type_fields.edb_us_type[0],original_type_fields.edb_us_type[1],original_type_fields.edb_us_type[2],original_type_fields.edb_us_type[3],original_type_fields.cves_5type[0],original_type_fields.cves_5type[1],original_type_fields.cves_5type[2],original_type_fields.cves_5type[3],original_type_fields.cves_5type[4],original_type_fields.cnnvds_5type[0],original_type_fields.cnnvds_5type[1],original_type_fields.cnnvds_5type[2],original_type_fields.cnnvds_5type[3],original_type_fields.cnnvds_5type[4],original_type_fields.nvds_5type[0],original_type_fields.nvds_5type[1],original_type_fields.nvds_5type[2],original_type_fields.nvds_5type[3],original_type_fields.nvds_5type[4],repair_edb_s_type[0],repair_edb_s_type[1],repair_edb_s_type[2],repair_edb_s_type[3],repair_edb_s_type[4],fixed_type,new_fixed_type,ischanged
6a2f96210de103506951a1f6,19111,remote,remote,,,,remote,remote,,,,remote,dos,,,,remote,webapps,dos,,,remote,dos,,,,remote,dos,,,,,remote,0
6a2f96210de103506951a1f7,19112,remote,remote,,,,remote,remote,,,,remote,dos,,,,remote,webapps,dos,,,remote,dos,,,,remote,dos,,,,,remote,0
6a2f96210de103506951a1f8,19108,local,local,,,,local,local,,,,local,dos,,,,local,dos,,,,local,dos,,,,local,dos,,,,,local,0
6a2f96210de103506951a1f9,19103,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a1fa,20810,dos,remote,dos,,,dos,remote,dos,,,dos,,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a1fb,20811,dos,remote,dos,,,dos,remote,dos,,,dos,,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a1fc,20812,dos,remote,dos,,,dos,remote,dos,,,dos,,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a1fd,20813,dos,remote,dos,,,dos,remote,dos,,,dos,,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a1fe,20814,dos,remote,dos,,,dos,remote,dos,,,dos,,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a1ff,19104,remote,remote,,,,remote,remote,,,,local,,,,,local,,,,,local,,,,,local,,,,,local,local,1
6a2f96210de103506951a200,19105,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a201,19106,local,remote,local,,,local,remote,local,,,local,,,,,local,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a202,334,local,remote,webapps,,,local,remote,webapps,,,local,,,,,local,dos,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a203,19545,local,remote,,,,local,remote,,,,local,,,,,local,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a204,336,local,remote,,,,local,remote,,,,local,webapps,,,,local,webapps,,,,local,,,,,local,webapps,,,,,local,0
6a2f96210de103506951a205,19299,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a206,19202,local,remote,,,,local,remote,,,,local,,,,,local,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a207,19536,dos,remote,webapps,,,dos,remote,webapps,,,webapps,,,,,webapps,,,,,remote,webapps,,,,remote,webapps,,,,,webapps,1
6a2f96210de103506951a208,19203,local,remote,,,,local,remote,,,,local,,,,,local,,,,,local,dos,,,,local,,,,,,local,0
6a2f96210de103506951a209,19535,local,remote,,,,local,remote,,,,local,,,,,,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a20a,19554,remote,remote,dos,,,remote,remote,dos,,,remote,dos,hardware,,,remote,dos,hardware,,,dos,hardware,,,,remote,dos,hardware,,,,,1
6a2f96210de103506951a20b,19555,remote,remote,dos,,,remote,remote,dos,,,remote,dos,hardware,,,remote,dos,hardware,,,dos,hardware,,,,remote,dos,hardware,,,,,1
6a2f96210de103506951a20c,19531,dos,remote,dos,,,dos,remote,dos,,,remote,dos,hardware,,,remote,dos,hardware,,,remote,dos,hardware,,,remote,dos,hardware,,,,dos,0
6a2f96210de103506951a20d,19557,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a20e,19553,remote,remote,webapps,,,remote,remote,webapps,,,webapps,,,,,local,webapps,,,,remote,webapps,,,,remote,webapps,,,,,webapps,1
6a2f96210de103506951a20f,20435,remote,remote,webapps,,,remote,remote,webapps,,,webapps,,,,,webapps,,,,,remote,webapps,,,,remote,webapps,,,,,webapps,1
6a2f96210de103506951a210,19306,local,remote,,,,local,remote,,,,local,,,,,local,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a211,46974,remote,remote,local,,,remote,remote,local,,,remote,,,,,remote,webapps,,,,remote,,,,,remote,,,,,,remote,0
6a2f96210de103506951a212,22251,remote,local,,,,remote,local,,,,local,,,,,remote,local,webapps,,,remote,local,,,,remote,local,,,,,local,1
6a2f96210de103506951a213,20558,dos,remote,webapps,dos,,dos,remote,webapps,dos,,remote,webapps,dos,,,remote,webapps,dos,,,remote,webapps,dos,,,remote,webapps,dos,,,,dos,0
6a2f96210de103506951a214,19267,local,remote,,,,local,remote,,,,local,hardware,,,,local,hardware,,,,local,,,,,local,hardware,,,,,local,0
6a2f96210de103506951a215,343,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,dos,,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a216,19287,local,remote,,,,local,remote,,,,local,,,,,local,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a217,19311,local,remote,,,,local,remote,,,,,,,,,local,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a218,19312,local,remote,,,,local,remote,,,,,,,,,local,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a219,324,dos,remote,dos,,,dos,remote,dos,,,remote,dos,webapps,hardware,,dos,remote,webapps,hardware,,remote,dos,hardware,,,remote,dos,webapps,hardware,,,dos,0
6a2f96210de103506951a21a,19077,local,remote,,,,local,remote,,,,local,,,,,local,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a21b,20561,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,dos,,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a21c,20562,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,dos,,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a21d,20423,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a21e,20449,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a21f,19303,remote,remote,webapps,,,remote,remote,webapps,,,webapps,,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,,1
6a2f96210de103506951a220,19298,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a221,20437,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,remote,webapps,dos,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a222,20438,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,remote,webapps,dos,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a223,20439,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,remote,webapps,dos,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a224,20440,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,remote,webapps,dos,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a225,20481,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a226,20486,remote,remote,webapps,,,remote,remote,webapps,,,webapps,,,,,webapps,,,,,webapps,,,,,webapps,,,,,webapps,webapps,1
6a2f96210de103506951a227,20568,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a228,20448,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a229,20484,dos,remote,webapps,,,dos,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,,1
6a2f96210de103506951a22a,20309,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,dos,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a22b,19464,local,local,,,,local,local,,,,remote,,,,,remote,local,,,,remote,,,,,remote,local,,,,,,1
6a2f96210de103506951a22c,19465,local,local,,,,local,local,,,,remote,,,,,remote,local,,,,remote,,,,,remote,local,,,,,,1
6a2f96210de103506951a22d,20331,dos,remote,dos,,,dos,remote,dos,,,remote,dos,hardware,,,remote,dos,hardware,,,remote,dos,hardware,,,remote,dos,hardware,,,,dos,0
6a2f96210de103506951a22e,20332,dos,remote,dos,,,dos,remote,dos,,,remote,dos,hardware,,,remote,dos,hardware,,,remote,dos,hardware,,,remote,dos,hardware,,,,dos,0
6a2f96210de103506951a22f,20483,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a230,20597,remote,remote,local,,,remote,remote,local,,,remote,,,,,remote,,,,,remote,webapps,,,,remote,,,,,,remote,0
6a2f96210de103506951a231,19199,local,remote,,,,local,remote,,,,remote,local,,,,remote,local,,,,remote,local,,,,remote,local,,,,,,1
6a2f96210de103506951a232,19218,remote,remote,dos,,,remote,remote,dos,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,remote,0
6a2f96210de103506951a233,20445,remote,remote,webapps,,,remote,remote,webapps,,,webapps,,,,,webapps,,,,,webapps,,,,,webapps,,,,,webapps,webapps,1
6a2f96210de103506951a234,21049,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a235,21050,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a236,20595,remote,remote,webapps,,,remote,remote,webapps,,,webapps,,,,,remote,webapps,,,,webapps,,,,,remote,webapps,,,,,webapps,1
6a2f96210de103506951a237,20567,remote,remote,webapps,,,remote,remote,webapps,,,webapps,,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,,1
6a2f96210de103506951a238,19363,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,webapps,,,,,remote,webapps,,,,remote,webapps,,,,,,1
6a2f96210de103506951a239,20462,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a23a,20434,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a23b,20430,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a23c,19084,remote,remote,webapps,,,remote,remote,webapps,,,webapps,,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,,1
6a2f96210de103506951a23d,22611,remote,remote,webapps,,,remote,remote,webapps,,,webapps,,,,,remote,webapps,,,,webapps,,,,,remote,webapps,,,,,webapps,1
6a2f96210de103506951a23e,19118,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a23f,20802,dos,remote,webapps,dos,,dos,remote,webapps,dos,,webapps,dos,,,,remote,webapps,dos,,,webapps,dos,,,,remote,webapps,dos,,,,dos,0
6a2f96210de103506951a240,20375,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a241,23113,remote,remote,webapps,dos,,remote,remote,webapps,dos,,remote,dos,hardware,,,dos,,,,,remote,dos,,,,remote,dos,,,,,,1
6a2f96210de103506951a242,23145,dos,remote,dos,,,dos,remote,dos,,,remote,dos,hardware,,,dos,,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a243,23146,dos,remote,webapps,dos,,dos,remote,webapps,dos,,remote,dos,hardware,,,dos,,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a244,20446,remote,remote,webapps,,,remote,remote,webapps,,,webapps,remote,,,,remote,webapps,,,,webapps,remote,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a245,20447,remote,remote,webapps,,,remote,remote,webapps,,,webapps,remote,,,,remote,webapps,,,,webapps,remote,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a246,19238,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a247,20564,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,dos,,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a248,19156,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a249,20305,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a24a,19753,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a24b,23167,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a24c,19272,dos,local,dos,,,dos,local,dos,,,local,dos,,,,local,dos,,,,local,dos,,,,local,dos,,,,,dos,0
6a2f96210de103506951a24d,19234,local,remote,,,,local,remote,,,,local,,,,,local,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a24e,19376,local,remote,webapps,,,local,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,,1
6a2f96210de103506951a24f,19919,dos,remote,dos,,,dos,remote,dos,,,remote,dos,hardware,,,remote,dos,hardware,,,remote,dos,hardware,,,remote,dos,hardware,,,,dos,0
6a2f96210de103506951a250,19326,dos,local,dos,,,dos,local,dos,,,local,dos,,,,local,dos,,,,local,dos,,,,local,dos,,,,,dos,0
6a2f96210de103506951a251,20566,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a252,19257,local,local,,,,local,local,,,,local,dos,,,,local,dos,,,,local,dos,,,,local,dos,,,,,local,0
6a2f96210de103506951a253,19410,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a254,19149,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a255,19152,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,webapps,,,,,remote,webapps,,,,,,1
6a2f96210de103506951a256,19271,dos,local,dos,,,dos,local,dos,,,local,dos,,,,local,dos,,,,local,dos,,,,local,dos,,,,,dos,0
6a2f96210de103506951a257,19093,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a258,19250,dos,local,dos,,,dos,local,dos,,,local,dos,,,,local,dos,,,,local,dos,,,,local,dos,,,,,dos,0
6a2f96210de103506951a259,19094,remote,local,webapps,,,remote,local,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,,1
6a2f96210de103506951a25a,16374,remote,remote,webapps,,,remote,remote,webapps,,,local,,,,,local,,,,,local,,,,,local,,,,,local,local,1
6a2f96210de103506951a25b,19117,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a25c,19372,dos,remote,,,,dos,remote,,,,remote,,,,,remote,,,,,remote,local,,,,remote,,,,,remote,remote,1
6a2f96210de103506951a25d,19468,remote,remote,webapps,,,remote,remote,webapps,,,remote,,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a25e,19487,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a25f,19253,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a260,19445,dos,remote,webapps,dos,,dos,remote,webapps,dos,,remote,webapps,dos,,,remote,webapps,dos,,,remote,webapps,dos,,,remote,webapps,dos,,,,dos,0
6a2f96210de103506951a261,19441,dos,remote,dos,,,dos,remote,dos,,,dos,hardware,,,,dos,hardware,,,,dos,hardware,,,,dos,hardware,,,,,dos,0
6a2f96210de103506951a262,19440,local,remote,,,,local,remote,,,,local,,,,,,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a263,20465,remote,remote,webapps,dos,,remote,remote,webapps,dos,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a264,19211,local,local,,,,local,local,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,,1
6a2f96210de103506951a265,19361,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a266,19129,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a267,263,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a268,19705,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a269,19783,dos,remote,webapps,dos,,dos,remote,webapps,dos,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,,1
6a2f96210de103506951a26a,19463,dos,remote,dos,,,dos,remote,dos,,,remote,webapps,dos,,,remote,webapps,dos,,,remote,dos,,,,remote,webapps,dos,,,,dos,0
6a2f96210de103506951a26b,19462,local,remote,webapps,,,local,remote,webapps,,,remote,,,,,remote,dos,,,,local,,,,,remote,,,,,remote,remote,1
6a2f96210de103506951a26c,19492,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a26d,19416,dos,remote,webapps,dos,,dos,remote,webapps,dos,,remote,dos,,,,webapps,dos,,,,remote,dos,,,,remote,webapps,dos,,,,dos,0
6a2f96210de103506951a26e,19466,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a26f,19220,local,webapps,,,,local,webapps,,,,webapps,,,,,,,,,,webapps,,,,,webapps,,,,,webapps,webapps,1
6a2f96210de103506951a270,19496,remote,remote,,,,remote,remote,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,remote,0
6a2f96210de103506951a271,19436,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,dos,hardware,,,,remote,dos,hardware,,,remote,dos,hardware,,,,dos,0
6a2f96210de103506951a272,19225,dos,remote,webapps,dos,,dos,remote,webapps,dos,,remote,webapps,,,,remote,,,,,remote,webapps,,,,remote,webapps,,,,,remote,1
6a2f96210de103506951a273,19532,remote,remote,,,,remote,remote,,,,local,,,,,remote,local,dos,,,local,dos,,,,remote,local,dos,,,,,1
6a2f96210de103506951a274,19538,remote,remote,dos,,,remote,remote,dos,,,remote,hardware,,,,remote,hardware,,,,remote,hardware,,,,remote,hardware,,,,,remote,0
6a2f96210de103506951a275,19559,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a276,19193,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a277,19241,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,dos,,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a278,19428,local,remote,dos,,,local,remote,dos,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,,1
6a2f96210de103506951a279,23264,webapps,remote,webapps,,,webapps,remote,webapps,,,remote,,,,,remote,,,,,remote,,,,,remote,,,,,remote,remote,1
6a2f96210de103506951a27a,252,local,remote,,,,local,remote,,,,local,,,,,local,webapps,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a27b,19661,local,remote,,,,local,remote,,,,local,,,,,local,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a27c,19664,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a27d,19648,local,remote,local,webapps,,local,remote,local,webapps,,local,,,,,local,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a27e,19644,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a27f,19639,dos,remote,dos,,,dos,remote,dos,,,webapps,dos,,,,webapps,dos,,,,webapps,dos,,,,webapps,dos,,,,,dos,0
6a2f96210de103506951a280,19640,dos,remote,webapps,dos,,dos,remote,webapps,dos,,webapps,dos,,,,webapps,dos,,,,webapps,dos,,,,webapps,dos,,,,,dos,0
6a2f96210de103506951a281,19650,local,local,dos,,,local,local,dos,,,local,,,,,local,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a282,19659,local,local,dos,,,local,local,dos,,,local,,,,,local,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a283,19656,local,remote,,,,local,remote,,,,local,,,,,local,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a284,19457,dos,remote,webapps,dos,,dos,remote,webapps,dos,,remote,webapps,dos,,,webapps,dos,,,,remote,webapps,dos,,,remote,webapps,dos,,,,dos,0
6a2f96210de103506951a285,19662,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a286,19584,remote,remote,,,,remote,remote,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,remote,0
6a2f96210de103506951a287,16468,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,dos,,,remote,webapps,dos,,,remote,webapps,dos,,,remote,webapps,dos,,,,remote,0
6a2f96210de103506951a288,19245,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,dos,,,remote,webapps,dos,,,remote,webapps,dos,,,remote,webapps,dos,,,,remote,0
6a2f96210de103506951a289,19246,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,dos,,,remote,webapps,dos,,,remote,webapps,dos,,,remote,webapps,dos,,,,remote,0
6a2f96210de103506951a28a,19247,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,dos,,,remote,webapps,dos,,,remote,webapps,dos,,,remote,webapps,dos,,,,remote,0
6a2f96210de103506951a28b,19248,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,dos,,,remote,webapps,dos,,,remote,webapps,dos,,,remote,webapps,dos,,,,remote,0
6a2f96210de103506951a28c,19539,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a28d,19595,remote,remote,webapps,dos,,remote,remote,webapps,dos,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a28e,19502,local,remote,,,,local,remote,,,,webapps,,,,,local,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a28f,19223,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a290,19530,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a291,19542,local,local,dos,,,local,local,dos,,,local,,,,,local,,,,,local,,,,,local,,,,,,local,0
6a2f96210de103506951a292,19592,remote,remote,webapps,,,remote,remote,webapps,,,remote,,,,,remote,,,,,remote,,,,,remote,,,,,,remote,0
6a2f96210de103506951a293,19593,remote,remote,webapps,,,remote,remote,webapps,,,remote,,,,,remote,,,,,remote,,,,,remote,,,,,,remote,0
6a2f96210de103506951a294,19596,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a295,19564,dos,remote,dos,,,dos,remote,dos,,,dos,hardware,,,,dos,hardware,,,,dos,hardware,,,,dos,hardware,,,,,dos,0
6a2f96210de103506951a296,19507,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,local,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a297,19475,remote,remote,webapps,,,remote,remote,webapps,,,remote,,,,,remote,dos,,,,remote,,,,,remote,,,,,,remote,0
6a2f96210de103506951a298,19505,dos,remote,local,dos,,dos,remote,local,dos,,local,dos,,,,local,dos,,,,local,dos,,,,local,dos,,,,,dos,0
6a2f96210de103506951a299,19444,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a29a,19568,remote,remote,webapps,,,remote,remote,webapps,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,remote,webapps,,,,,remote,0
6a2f96210de103506951a29b,19413,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a29c,19414,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
6a2f96210de103506951a29d,19415,dos,remote,dos,,,dos,remote,dos,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,remote,dos,,,,,dos,0
