_id,edb_id,repair_platform[0],repair_platform[1],repair_platform[2],repair_platform[3],repair_platform[4],repair_platform[5],repair_platform[6],repair_platform[7],repair_platform[8],repair_platform[9],repair_platform[10],repair_platform[11],repair_platform[12],repair_platform[13],repair_platform[14],source_values.EDB_s[0],source_values.EDB_s[1],source_values.EDB_us[0],source_values.EDB_us[1],source_values.EDB_us[2],source_values.EDB_us[3],source_values.EDB_us[4],source_values.EDB_us[5],source_values.EDB_us[6],source_values.EDB_us[7],source_values.EDB_us[8],source_values.EDB_us[9],source_values.EDB_us[10],source_values.EDB_us[11],source_values.EDB_us[12],source_values.EDB_us[13],source_values.EDB_us[14],source_values.EDB_us[15],source_values.EDB_us[16],source_values.EDB_us[17],source_values.EDB_us[18],source_values.EDB_us[19],source_values.EDB_us[20],source_values.EDB_us[21],source_values.EDB_us[22],source_values.EDB_us[23],source_values.EDB_us[24],source_values.EDB_us[25],source_values.EDB_us[26],source_values.EDB_us[27],source_values.EDB_us[28],source_values.CVE_us[0],source_values.CVE_us[1],source_values.CVE_us[2],source_values.CVE_us[3],source_values.CVE_us[4],source_values.CVE_us[5],source_values.CVE_us[6],source_values.CVE_us[7],source_values.CVE_us[8],source_values.CVE_us[9],source_values.CVE_us[10],source_values.CVE_us[11],source_values.CVE_us[12],source_values.CVE_us[13],source_values.CVE_us[14],source_values.CVE_us[15],source_values.CVE_us[16],source_values.CVE_us[17],source_values.CVE_us[18],source_values.CVE_us[19],source_values.CVE_us[20],source_values.CVE_us[21],source_values.CVE_us[22],source_values.CVE_us[23],source_values.CVE_us[24],source_values.CVE_us[25],source_values.CVE_us[26],source_values.CVE_us[27],source_values.CVE_us[28],source_values.CVE_us[29],source_values.CVE_us[30],source_values.CVE_us[31],source_values.CVE_us[32],source_values.CVE_us[33],source_values.CVE_us[34],source_values.CVE_us[35],source_values.CVE_us[36],source_values.CNNVD_us[0],source_values.CNNVD_us[1],source_values.CNNVD_us[2],source_values.CNNVD_us[3],source_values.CNNVD_us[4],source_values.CNNVD_us[5],source_values.CNNVD_us[6],source_values.CNNVD_us[7],source_values.CNNVD_us[8],source_values.CNNVD_us[9],source_values.CNNVD_us[10],source_values.CNNVD_us[11],source_values.CNNVD_us[12],source_values.CNNVD_us[13],source_values.CNNVD_us[14],source_values.NVD_us[0],source_values.NVD_us[1],source_values.NVD_us[2],source_values.NVD_us[3],source_values.NVD_us[4],source_values.NVD_us[5],source_values.NVD_us[6],source_values.NVD_us[7],source_values.NVD_us[8],source_values.NVD_us[9],source_values.NVD_us[10],source_values.NVD_us[11],source_values.NVD_us[12],source_values.NVD_us[13],source_values.NVD_us[14],source_values.NVD_us[15],source_values.NVD_us[16],source_values.NVD_us[17],source_values.NVD_us[18],source_values.NVD_us[19],source_values.NVD_us[20],source_values.NVD_us[21]
6a2f8faa0de103506950dce2,5422,,,,,,,,,,,,,,,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,php,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dce3,31537,perl,,,,,,,,,,,,,,,cgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dce4,31538,perl,,,,,,,,,,,,,,,cgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dce5,5515,novell,,,,,,,,,,,,,,,windows,,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,novell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,novell,,,,,,,,,,,,,,,novell,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dce6,5600,cgi,java,jsp,php,,,,,,,,,,,,php,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cgi,java,jsp,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cgi,java,jsp,php,,,,,,,,,,,,cgi,java,php,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dce7,6043,macos,xml,,,,,,,,,,,,,,macos,,macos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,macos,xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,macos,xml,,,,,,,,,,,,,,macos,xml,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dce8,5638,asp,,,,,,,,,,,,,,,php,,asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dce9,31817,java,,,,,,,,,,,,,,,multiple,,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java,,,,,,,,,,,,,,,java,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcea,31858,perl,,,,,,,,,,,,,,,php,,cgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dceb,5767,php,xml,,,,,,,,,,,,,,php,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,php,xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,php,xml,,,,,,,,,,,,,,php,xml,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcec,5895,asp,,,,,,,,,,,,,,,php,,asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dced,7006,javascript,,,,,,,,,,,,,,,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,javascript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,javascript,,,,,,,,,,,,,,,javascript,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcee,16504,javascript,,,,,,,,,,,,,,,windows,,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,javascript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,javascript,,,,,,,,,,,,,,,javascript,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcef,16624,javascript,,,,,,,,,,,,,,,windows,,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,javascript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,javascript,,,,,,,,,,,,,,,javascript,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcf0,32046,java,jsp,,,,,,,,,,,,,,jsp,,java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java,jsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jsp,,,,,,,,,,,,,,,jsp,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcf1,32084,perl,,,,,,,,,,,,,,,multiple,,linux,perl,,,,,,,,,,,,,,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcf2,6149,php,windows,,,,,,,,,,,,,,php,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,php,windows,,,,,,,,,,,,,,windows,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcf3,6108,cgi,perl,,,,,,,,,,,,,,cgi,,cgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cgi,perl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cgi,perl,,,,,,,,,,,,,,cgi,perl,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcf4,6239,ruby,,,,,,,,,,,,,,,multiple,,linux,ruby,x86,,,,,,,,,,,,,,,,,,,,,,,,,,,ruby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ruby,,,,,,,,,,,,,,,ruby,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcf5,32126,aspx,,,,,,,,,,,,,,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aspx,,,,,,,,,,,,,,,aspx,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcf6,8798,xml,,,,,,,,,,,,,,,windows,,macos,x86,,,,,,,,,,,,,,,,,,,,,,,,,,,,xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xml,,,,,,,,,,,,,,,xml,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcf7,32229,windows,,,,,,,,,,,,,,,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,windows,,,,,,,,,,,,,,,windows,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcf8,32292,ruby,xml,,,,,,,,,,,,,,linux,,ruby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ruby,xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ruby,xml,,,,,,,,,,,,,,ruby,xml,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcf9,32303,,,,,,,,,,,,,,,,linux,,aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.net,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcfa,7196,windows,xml,,,,,,,,,,,,,,windows,,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,windows,xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jsp,windows,xml,,,,,,,,,,,,,windows,xml,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcfb,6471,macos,windows,,,,,,,,,,,,,,multiple,,macos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,macos,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,macos,windows,,,,,,,,,,,,,,macos,windows,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcfc,19295,linux,android,macos,solaris,windows,,,,,,,,,,,windows,,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,linux,android,macos,solaris,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,linux,android,macos,solaris,windows,,,,,,,,,,,linux,android,macos,solaris,windows,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcfd,32399,bsd,solaris,,,,,,,,,,,,,,unix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bsd,solaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bsd,solaris,,,,,,,,,,,,,,bsd,solaris,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcfe,6537,windows,xml,,,,,,,,,,,,,,windows,,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,windows,xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,windows,xml,,,,,,,,,,,,,,windows,xml,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dcff,6403,cgi,php,,,,,,,,,,,,,,php,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cgi,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cgi,php,,,,,,,,,,,,,,cgi,php,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd00,16552,java,windows,,,,,,,,,,,,,,windows,,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java,,,,,,,,,,,,,,,java,windows,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd01,6651,vxworks,,,,,,,,,,,,,,,windows,,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vxworks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vxworks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd02,4918,windows,,,,,,,,,,,,,,,windows,,windows,x86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,windows,,,,,,,,,,,,,,,windows,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd03,10229,python,,,,,,,,,,,,,,,multiple,,linux,ppc,python,sparc,x86,x86-64,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd04,32193,hp-ux,,,,,,,,,,,,,,,multiple,,openvms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp-ux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alpha,,,,,,,,,,,,,,,hp-ux,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd05,32596,php,xml,,,,,,,,,,,,,,multiple,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,php,xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,php,xml,,,,,,,,,,,,,,php,xml,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd06,32645,perl,,,,,,,,,,,,,,,php,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd07,9948,java,solaris,,,,,,,,,,,,,,multiple,,linux,solaris,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java,solaris,,,,,,,,,,,,,,java,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd08,16293,java,solaris,,,,,,,,,,,,,,multiple,,java,linux,macos,solaris,windows,,,,,,,,,,,,,,,,,,,,,,,,,java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java,solaris,,,,,,,,,,,,,,java,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd09,16302,java,solaris,,,,,,,,,,,,,,multiple,,java,linux,macos,solaris,windows,,,,,,,,,,,,,,,,,,,,,,,,,java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java,solaris,,,,,,,,,,,,,,java,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd0a,7113,php,,,,,,,,,,,,,,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,php,,,,,,,,,,,,,,,php,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd0b,5192,asp,,,,,,,,,,,,,,,php,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd0c,7372,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd0d,7289,asp,aspx,,,,,,,,,,,,,,php,,aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,aspx,,,,,,,,,,,,,,asp,aspx,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd0e,7491,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,php,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd0f,7466,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd10,7472,,,,,,,,,,,,,,,,asp,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd11,7470,,,,,,,,,,,,,,,,asp,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd12,7471,,,,,,,,,,,,,,,,asp,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd13,31591,windows,,,,,,,,,,,,,,,linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,windows,,,,,,,,,,,,,,,windows,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd14,7423,java,jsp,,,,,,,,,,,,,,asp,,java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java,jsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java,jsp,,,,,,,,,,,,,,java,jsp,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd15,7254,asp,,,,,,,,,,,,,,,php,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd16,7271,asp,,,,,,,,,,,,,,,php,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd17,7333,asp,,,,,,,,,,,,,,,php,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,asp,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd18,6500,,,,,,,,,,,,,,,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,php,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd19,5701,generator,php,,,,,,,,,,,,,,php,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generator,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generator,php,,,,,,,,,,,,,,generator,php,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd1a,5707,generator,php,,,,,,,,,,,,,,php,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generator,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,generator,php,,,,,,,,,,,,,,generator,php,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd1b,7075,java,jsp,,,,,,,,,,,,,,jsp,,java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java,,,,,,,,,,,,,,,java,jsp,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd1c,5305,python,,,,,,,,,,,,,,,php,,linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,python,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd1d,31466,cgi,perl,,,,,,,,,,,,,,cgi,,cgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cgi,perl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cgi,perl,,,,,,,,,,,,,,cgi,perl,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd1e,5733,asp,aspx,,,,,,,,,,,,,,php,,asp,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,aspx,,,,,,,,,,,,,,asp,aspx,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd1f,6845,perl,,,,,,,,,,,,,,,cgi,,cgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,perl,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd20,30999,windows,x86,,,,,,,,,,,,,,windows,,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,windows,x86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,windows,x86,,,,,,,,,,,,,,windows,x86,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd21,7802,aspx,,,,,,,,,,,,,,,asp,,asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aspx,,,,,,,,,,,,,,,aspx,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd22,32731,asp,php,,,,,,,,,,,,,,asp,,asp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asp,php,,,,,,,,,,,,,,asp,php,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd23,7964,perl,php,,,,,,,,,,,,,,php,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perl,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perl,php,,,,,,,,,,,,,,perl,php,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd24,8008,cgi,,,,,,,,,,,,,,,hardware,,cgi,linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cgi,,,,,,,,,,,,,,,cgi,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd25,8406,bsd,,,,,,,,,,,,,,,bsd,,bsd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bsd,midnightbsd,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd26,8430,bsd,,,,,,,,,,,,,,,bsd,,bsd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bsd,midnightbsd,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd27,33058,bsd,,,,,,,,,,,,,,,multiple,,bsd,perl,php,,,,,,,,,,,,,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd28,33363,bsd,,,,,,,,,,,,,,,multiple,,bsd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd29,33364,bsd,,,,,,,,,,,,,,,linux,,linux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd2a,33479,bsd,,,,,,,,,,,,,,,macos,,macos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd2b,33480,bsd,,,,,,,,,,,,,,,linux,,php,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,bsd,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd2c,19137,windows,,,,,,,,,,,,,,,hardware,,linux,x86,,,,,,,,,,,,,,,,,,,,,,,,,,,,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,windows,,,,,,,,,,,,,,,windows,,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd2d,32709,java,jsp,,,,,,,,,,,,,,jsp,,java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java,jsp,,,,,,,,,,,,,,java,jsp,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd2e,32710,java,jsp,,,,,,,,,,,,,,jsp,,java,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,java,jsp,,,,,,,,,,,,,,java,jsp,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd2f,32817,ios,macos,,,,,,,,,,,,,,macos,,macos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ios,macos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ios,macos,,,,,,,,,,,,,,ios,macos,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd30,32832,linux,windows,,,,,,,,,,,,,,windows,,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,linux,windows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,linux,windows,,,,,,,,,,,,,,linux,windows,,,,,,,,,,,,,,,,,,,,
6a2f8faa0de103506950dd31,33020,aix,bsd,hp-ux,linux,macos,solaris,unixware,,,,,,,,,linux,,linux,python,,,,,,,,,,,,,,,,,,,,,,,,,,,,aix,alpha,android,arm,atheos,beos,bsd,crisv32,hp-ux,immunix,ios,irix,linux,macos,minix,mips,netware,novell,palm os,palm-os,plan9,ppc,qnx,sco,solaris,sparc,superh sh4,superh-sh4,system z,system-z,tru64,ultrix,unixware,vxworks,watchos,x86,x86-64,aix,bsd,hp-ux,linux,macos,solaris,unixware,,,,,,,,,aix,bsd,hp-ux,linux,macos,solaris,unixware,,,,,,,,,,,,,,,
